label,description,category,subject,placeLabel,placeLocality,timeBegin,timeEnd,url
"Event name: ""Tout se passe comme prévu..."" - Théâtre du Tribunal"," Event description: Lieu: Théâtre du Tribunal - 5 place Amiral Barnaud Date: 5 Novembre 2020  - 7 Novembre 2020 ""Tout se passe comme prévu...""
Du 5 au 7 novembre
Texte, jeu et mise en scène Luc AntoniJe jure sur la tête de la Victoire de Samothrace qu’à part le titre, rien ne fût prémédité ! Comment pouvais-je prévoir que je m’en prendrai sans l’once d’un remord à certaines valeurs de l’Occident auquel je dois toute ma réussite (!), aux voix stupides des séries télé, que je confierai publiquement ma détestation des fêtes, écorcherai des artistes de gauche dont j’envie l’ambidextrie politique, que j’aurai la naïveté de promettre une petite vie douillette à un djihadiste s’il changeait de déguisement, le privilège de diriger Peter Falk dans un Columbo inédit ou le bonheur de faire de la barque avec une inconnue ? Comment pouvais-je prévoir ?...Je devrais peut être changer de titre !
Spectacle à 20h30, séance supplémentaire le samedi à 18h.Tarifs: de 12 à 16€, 10€ pour les jeudis premièreRéservations au 06 43 44 38 21. Théâtre Le Tribunal, 5 Place Amiral Barnaud.",Event category: ,Event subject: ,Event place: Théâtre du Tribunal,Event place location: Antibes,Event time begin: 2020-11-05T00:00:00Z,Event time end: 2020-11-07T23:59:00Z,http://data.linkedevents.org/event/a4f6ad72-a586-3d1e-b75a-5412b610d6b6
Event name: Exposition d'Icones, Event description: Exposition des icônes d'Odette Germi Aux Caves du Château du Bar sur Loup,Event category: Culturelle,Event subject: Culturelle,Event place: Exposition d'Icones,Event place location: Le Bar-sur-Loup,Event time begin: 2017-07-24T00:00:00Z,Event time end: 2017-07-30T00:00:00Z,http://data.linkedevents.org/event/a4fca1c6-431b-3bec-9dc5-e8e55afd5b3f
Event name: Journée Portes Ouvertes," Event description: Lieu: Stade Joseph Léger - chemin des Frères GarbéroDate: 13 Septembre 2017 Journée Portes Ouvertes
Mercredi 13 septembre
L'AS Fontonne hockey sur gazon organise une journée portes ouvertes au stade Joseph Léger, terrain synthétique 3.De 14h à 17h, initiation et ateliers.
Entrée libre.",Event category: ,Event subject: ,Event place: Stade Joseph Léger,Event place location: Antibes,Event time begin: 2017-09-13T00:00:00Z,Event time end: 2017-09-13T23:59:00Z,http://data.linkedevents.org/event/a53b47bf-45ac-375e-a9b6-910440669083
Event name: Messes d'octobre en Vésubie, Event description: ,Event category: ,Event subject: ,Event place: Vésubie,Event place location: Vésubie,Event time begin: 2018-10-01T08:00:00Z,Event time end: 2018-10-31T20:00:00Z,http://data.linkedevents.org/event/a57443ef-f739-33fa-9d73-9c951f02fdc1
Event name: Université des Savoirs - « Madame de Sévigné et la Musique »," Event description: Lieu: Salle des associations - 2 cours MassénaDate: 13 Février 2018 Université des savoirs
Mardi 13 février
« Des Estampes japonaises à la Modernité qui s’invente » ( Manet – Monet – Van Gogh – Degas – et les autres …) par Catherine de BuzonCours à 18 h, Salle des Associations, Cours Masséna
Prix par cours : 6 €, le cycle entier 65€Renseignements et inscriptions: c [DOT] usaj [AT] orange [DOT] fr",Event category: ,Event subject: ,Event place: Salle des associations,Event place location: Antibes,Event time begin: 2018-02-13T00:00:00Z,Event time end: 2018-02-13T23:59:00Z,http://data.linkedevents.org/event/a5c22d7e-2221-325e-a006-338738212e39
Event name: Fête de la Sainte Barbe - Messe des pompiers, Event description: ,Event category: ,Event subject: ,Event place: Lantosque,Event place location: Lantosque,Event time begin: 2017-12-02T17:00:00Z,Event time end: 2017-12-02T17:00:00Z,http://data.linkedevents.org/event/a5d965ac-1f6f-38af-8d60-23400cce7650
Event name: Bœuf-Théâtre : Albert Meslay," Event description: Albert Meslay a finalement cédé à la tentation de la délocalisation. 
Dans un souci de rentabilité et de compétitivité il a décidé, pour son nouveau spectacle, de s’entourer d’auteurs comiques issus de pays émergents... De préférence à monnaie faible ! « Je délocalise » est un spectacle coécrit entre autres avec un humoriste Grec ayant accepté d’étaler le paiement de son sketch sur 5 ans, un jeune comique Tibétain qui vient de terminer son BTS Force de vente, un réfugié climatique du Bengladesh, ex-paysan sans terre, reconverti dans le stand up ... Autant de talents aussi productifs qu’exotiques, pour un résultat hilarant. 
« Je délocalise » est sans nul doute le premier spectacle adapté à la crise.",Event category: Culturelle,Event subject: Culturelle,Event place: ,Event place location: ,Event time begin: 2017-09-29T20:30:00Z,Event time end: 2017-09-29T00:00:00Z,http://data.linkedevents.org/event/a5dbd2ec-3da7-367e-8d07-807c0cd1e4be
Event name: 16e Festival des Déantibulations," Event description: Lieu: Lieux multiples (Voir description) - AntibesDate: 6 Juin 2019  - 9 Juin 2019 Les 16e Déantibulations
Du 6 au 9 juin, les Déantibulations, organisées par l’ACLA (Association Culture Loisirs Antibes), mettent à l’honneur le spectacle de rue sous toutes ses formes : cirque, théâtre, danse, ou musique.
Pour la 16e année, l’espace public antibois devient un grand lieu d’expression avec « Les Déantibulations » proposées par l’association ACLA06. Durant 4 jours, une quarantaine de représentations et un vingtaine de compagnies envahissent des espaces scéniques éphémères et en plein air.Le début des festivités se déroulera le jeudi à 20h sur le Parvis d’Anthea avec un lancement « dans et hors les murs ».
Fanfare de rue, théâtre, danse hip hop , mât chinois, portés acrobatiques, concert déjanté, jonglage, ... sont au programme pour combler les ""déantibulateurs"" de tous âges, toujours plus nombreux à venir fouler les pavés antibois.Musiciens, danseurs, acteurs, circassiens et jongleurs investiront l’Esplanade des Pêcheurs mais aussi la Médiathèque Camus, le Jardin Lombard, les places Nationale, Mariejol, Revely et du Safranier.
En dehors des représentations, les spectateurs pourront se rendre salle du 8 Mai pour se restaurer ou rencontrer les artistes.
Le programme complet",Event category: ,Event subject: ,Event place: Lieux multiples (Voir description),Event place location: Antibes,Event time begin: 2019-06-06T00:00:00Z,Event time end: 2019-06-09T23:59:00Z,http://data.linkedevents.org/event/a610f3fb-845a-3f2a-9c24-23119de936e0
Event name: VIDE GRENIER, Event description: Vide Grenier organisé par L'Association des Parents d'Elèves de l'Ecole de Lantosque Buvette sur place,Event category: ,Event subject: ,Event place: Salle des Fetes Gilbert GAGLIO à Lantosque,Event place location: Salle des Fetes Gilbert GAGLIO à Lantosque,Event time begin: 2019-05-19T08:30:00Z,Event time end: 2019-05-19T18:00:00Z,http://data.linkedevents.org/event/a6175a0b-f115-35e1-9947-6d5d7078ee64
Event name: 26 ème Festival de Noël Valdeblore," Event description: Mercredi 27 décembre : Festival de Noël, concerts gratuits 18h30, église Ste Croix à St Dalmas, « Incanto Italiano» Chants et musiques populaires d'Italie. Mercredi 3 janvier 2018 : Festival de Noël, concerts gratuits 18h30, église Ste Croix à St Dalmas, spectacle lyrique « Madame Croche » L'opéra à la portée de tous. Vendredi 5 janvier 2018 : Festival de Noël, concerts gratuits 20h30, église Ste Croix à St Dalmas, « Choeur Philharmonique de Nice » Requiem de Mozart, un monument de la...",Event category: ,Event subject: ,Event place: St Dalmas,Event place location: St Dalmas,Event time begin: 2017-12-27T18:30:00Z,Event time end: 2018-01-05T22:00:00Z,http://data.linkedevents.org/event/a64aefad-5f93-3969-840b-3bc88ff8631c
"Event name: Exposition ""100 ans de basket à Antibes"""," Event description: Lieu: Salle du 8 mai - Square du 8 Mai 1945Date: 23 Octobre 2017  - 29 Octobre 2017 Exposition ""100 ans de basket à Antibes""
Du 23 au 29 octobre
Du 23 au 29 octobre, la Salle du 8 mai (près de l'Esplanade du Pré des Pêcheurs) accueille une grande exposition souvenir à l'occasion des 100 ans de basket à Antibes Juan-les-Pins et des 75 ans de l'Olympique d'Antibes. Organisée par la Guilde des Ficanas et le club amateur de basket, de nombreux documents d'archives et de photos seront exposés durant toute la semaine.
Ouvert de 10h à 18h. Entrée libre",Event category: ,Event subject: ,Event place: Salle du 8 mai,Event place location: Antibes,Event time begin: 2017-10-23T00:00:00Z,Event time end: 2017-10-29T23:59:00Z,http://data.linkedevents.org/event/a66090e0-62e1-3b72-8848-8b2d73af57c1
Event name: Messe de Novembre en Vésubie, Event description: ,Event category: ,Event subject: ,Event place: Roquebillière,Event place location: Roquebillière,Event time begin: 2017-11-01T06:00:00Z,Event time end: 2017-11-30T17:00:00Z,http://data.linkedevents.org/event/a687661c-a873-3bf7-b179-c8b867e09274
Event name: Les Rendez-vous du Kiosque 2019," Event description: Lieu: Place nationale - Place NationaleDate: 23 Août 2019 Les Rendez-vous du Kiosque
Vendredi 23 août à 19h
De 19h à 21h, Concert de Jazz avec Laure Hanska
Accès libre.",Event category: ,Event subject: ,Event place: Place nationale,Event place location: Antibes,Event time begin: 2019-08-23T00:00:00Z,Event time end: 2019-08-23T23:59:00Z,http://data.linkedevents.org/event/a69469b3-48ab-3d51-9491-0d6129101a17
Event name: Expérience en voiture de sport Ferrari au départ de Nice," Event description: Goûtez à la grande vie avec cette passionnante expérience en voiture de sport à Nice ! Vous aurez la possibilité de vous installer au volant ou côté passager de l'une des voitures de sport les plus emblématiques au monde, une Ferrari cabriolet rouge, pour une balade autour de la capitale glamour de la Côte d'Azur. Choisissez entre un parcours d'une heure au volet ou sur le siège passager, et laissez-vous envahir par la puissance phénoménale de cette incroyable italienne en accélérant le long de routes panoramiques comme la célèbre Promenade des Anglais !Goûtez à la grande vie avec cette passionnante expérience en voiture de sport à Nice ! Vous aurez la possibilité de vous installer au volant ou côté passager de l'une des voitures de sport les plus emblématiques au monde, une Ferrari cabriolet rouge, pour une balade autour de la capitale glamour de la Côte d'Azur. Choisissez entre un parcours d'une heure au volet ou sur le siège passager, et laissez-vous envahir par la puissance phénoménale de cette incroyable italienne en accélérant le long de routes panoramiques comme la célèbre Promenade des Anglais !Le riche sud de la France possède un lien historique avec les voitures d'exception, et Nice, capitale de la Côte d'Azur, ne déroge pas à la règle. Située à une courte distance du paradis fiscal de Monaco, Nice est également le fief de nombreuses célébrités, qui associent leur style de vie intense à des voitures ultrarapides. Joignez-vous à la population riche et célèbre de Nice lors d'un essai sur toute de l'une des voitures de sport les plus classiques, une Ferrari Spider F430 F1. Après un rapide briefing sur la sécurité, vous monterez à bord de ce magnifique coupé cabriolet. Votre instructeur expérimenté s'installera sur le siège passager et vous donnera tous les conseils dont vous aurez besoin pour maîtriser l'immense puissance de la voiture. Si vous ne voulez pas conduire, aucun problème : il vous suffit de réserver l'option « balade en Ferrari », puis de vous installer, vous détendre et vous préparer à faire tourner les têtes tandis que votre instructeur vous conduira à travers la ville. Toutes les excursions incluent un passage sur la plus prestigieuse route de Nice, la Promenade des Anglais. Tout en faisant ronronner le moteur de votre voiture sur ce boulevard côtier très fréquenté, vous apercevrez les hôtels et boutiques chic qui font également toute la renommée de Nice. Que vous choisissiez de monter côté conducteur ou passager, cette excursion est l'occasion de découvrir ce que cette belle italienne a réellement sous le capot. Écoutez ronronner son puissant moteur V8 une fois sorti de la ville pour longer la superbe Grande Corniche jusqu'à Èze, avant de faire le chemin inverse. Souvent présentée dans les publicités pour voitures, cette route est fréquemment assimilée à l'une des plus belles routes au monde, avec ses virages sur les falaises et sa vue exceptionnelle sur la côte. À la fin de votre excursion, votre instructeur vous présentera une vidéo de votre promenade en Ferrari (à vos frais), le parfait souvenir d'une expérience unique à Nice !

Flexible

270,00
245.04
322.10",Event category: Circuits privés,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/a69603fc-e875-356e-8e57-c87b8bbf2926
Event name: Visite de ma brasserie ," Event description: Je brasse une sélection de bières fines et légères, dans la pure tradition, avec les meilleurs malts, houblons et produits de producteurs locaux. Je vous propose de venir visiter ma brasserie ou je vous ferai découvrir les techniques de brassage autour d'une dégustation de mes meilleures bières.",Event category: Activités,Event subject: ,Event place: Brasserie Artisanale de Nice,Event place location: Nice,Event time begin: 2018-07-24T17:23:00Z,Event time end: 2020-07-24T17:23:00Z,http://data.linkedevents.org/event/a6a8a859-eeb3-305e-8078-13496817a9c2
Event name: Délivrez-moi," Event description: Lieu: Théâtre du Tribunal - 5 place Amiral Barnaud Date: 19 Décembre 2018  - 22 Décembre 2018 Délivrez-moi
Du mercredi 19 au samedi 22 décembre à 20h30
Spectacle de et avec Nelly Bois, co-écrit par Lucile Bechetoile et Bruno Ginoux; mise en scène Bruno Ginoux
Et si une nuit pouvait changer votre vie ? Lorsqu’elle se retrouve par accident enfermée dans une bibliothèque - un lieu très insolite pour elle - ses repères commencent à vaciller et son esprit plonge dans des histoires qui vont petit à petit changer la sienne.Nelly B. interprète dans cette comédie pas moins de 18 personnages, tous plus singuliers les uns que les autres, qui s’entremêlent, s’emmêlent et se mêlent de tout sauf de ce qui les concerne.
Tarifs: 15 €, réduit 13 € (séniors (+65 ans), comités d’entreprise, intermittents, FNCTA, handicapés, groupe (8 personnes minimum), pôle emploi, familles nombreuses, adhérents); plus que réduit 11 € (étudiants, Carte LOL, enfants (- 12 ans), CE en pré-vente); Abonnement 5 spectacles pour 1 an : 50 €.Réservations au 06 43 44 38 21Théâtre Le Tribunal, 5 Place Amiral Barnaud.",Event category: ,Event subject: ,Event place: Théâtre du Tribunal,Event place location: Antibes,Event time begin: 2018-12-19T00:00:00Z,Event time end: 2018-12-22T23:59:00Z,http://data.linkedevents.org/event/a6da792d-3d79-35fa-b30e-6c5f98f370c0
Event name: Coding goûters," Event description: Lieu: Médiathèque Albert Camus - 19 Boulevard Gustave ChancelDate: 28 Août 2018 Coding goûters
Mardi 28 août à 15h
Initiation à la programmation informatique, au développement et à la création de jeux vidéo avec l’application « Scratch junior ».Inscriptions auprès de l’espace Musiques & Nouvelles Technologies ou au 04 92 19 75 80.
Salle heure du conte, niveau 2Médiathèque Camus, 19 Boulevard ChancelTel : 04 92 19 75 80",Event category: ,Event subject: ,Event place: Médiathèque Albert Camus,Event place location: Antibes,Event time begin: 2018-08-28T00:00:00Z,Event time end: 2018-08-28T23:59:00Z,http://data.linkedevents.org/event/a703211a-4d15-3250-8c5a-2494a281cbfd
Event name: Fééries Vésubiennes, Event description: ,Event category: ,Event subject: ,Event place: ROQUEBILLIÈRE,Event place location: ROQUEBILLIÈRE,Event time begin: 2017-07-22T17:00:00Z,Event time end: 2017-07-22T17:00:00Z,http://data.linkedevents.org/event/a7308be9-786b-3fcd-a915-f50d047aaf9e
Event name: ApéroFood Vendredi 18 Aout," Event description: Forte du succès rencontré en 2016, la manifestation ApéroFood est de retour, du 7 juillet au 25 août, pour une seconde édition. Le concept, lui, reste le même : un concert, un food truck, une vue imprenable sur Mougins et ses alentours depuis la place des Patriotes. Autrement dit, la recette gagnante de vos vendredis soir !
Vendredi 18 Aout:
Musique : Black Jack (Variété nationale et internationale)
Food truck : Yvonne Diner (Pizza, hot-dog, burger, salade)",Event category: Distractions et loisirs,Event subject: Distractions et loisirs,Event place: ApéroFood Vendredi 18 Aout,Event place location: Mougins,Event time begin: 2017-08-18T19:00:00Z,Event time end: 2017-08-18T22:30:00Z,http://data.linkedevents.org/event/a778d67e-e562-39a8-81a9-1a1481e50e8c
Event name: Concert de professeurs de l'ADAMA," Event description: Lieu: Salle des associations - 2 cours MassénaDate: 25 Mai 2019 Concert de professeurs de l'ADAMA
Samedi 25 mai à 15h30
L'ADAMA (Association pour le Développement des Aptitudes Musicales à Antibes) présente l'audition des ses élèves (piano, guitare, chant, violon).
À partir de 15h30, salle des Associations, 2 cours Masséna.Entrée libre.",Event category: ,Event subject: ,Event place: Salle des associations,Event place location: Antibes,Event time begin: 2019-05-25T00:00:00Z,Event time end: 2019-05-25T23:59:00Z,http://data.linkedevents.org/event/a788a883-873b-374e-86ff-6885fa664ca5
Event name: Excursion privée en voiture d'époque sur la Côte d'Azur au départ de Nice," Event description: Il s'agit sans conteste du moyen le plus romantique de découvrir la Côte d'Azur. Excursion privée et visite exclusive, sentez le vent dans vos cheveux et voyagez en grandes pompes dans cette Citroën Traction, icône du design et de la francité. Dans l'un des quatorze exemples au monde, vous vous sentirez comme des rois, et vous serez emmenés à la découverte des meilleurs sites de la Riviera française.Il s'agit sans conteste du moyen le plus romantique de découvrir la Côte d'Azur. Excursion privée et visite exclusive, sentez le vent dans vos cheveux et voyagez en grandes pompes dans cette Citroën Traction, icône du design et de la francité. Dans l'un des quatorze exemples au monde, vous vous sentirez comme des rois, et vous serez emmenés à la découverte des meilleurs sites de la Riviera française.Découvrez la Côte d'Azur dans cette offre exclusive et unique. Que vous soyez en quête de l'atmosphère glamour de Monaco au coucher du soleil, de l'histoire des villages médiévaux perchés en haut de la côte, ou de la culture et de l'art que seuls les habitants de la Côte d'Azur peuvent mettre en lumière, il n'y a pas de meilleur moyen de transport que cette Citroën décapotable de 1953. Cette excursion inoubliable vous fera tourner la tête et vous donnera l'impression d'être une superstar. Qu'en serait-il autrement avec le souvenir d'un moment où vous aurez roulé dans une voiture de collection ? Seulement quatorze de ces voitures furent fabriquées à l'époque. Elle est donc plus rare que les voitures les plus prestigieuses ! Vous serez conduit par un sympathique guide multilingue. Laissez votre guide vous montrer les sites qui font de la Côte d'Azur, la côte la plus romantique et la plus célèbre du monde entier. Avec le choix entre une visite standard ou un service à la carte, décidez vous-même de votre itinéraire et des endroits que vous souhaitez visiter pour vivre une expérience vraiment unique.

Flexible

400,00
363.02
477.19",Event category: Circuits et visites touristiques,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/a7ce0d5f-d317-3b06-ad68-fa443efd7f61
Event name: Marché de Noël Saint-Etienne et Auron," Event description: Les traditionnels marchés de Noël reviennent pour enchanter petits et grands. Gourmandises et surprises festives au rendez-vous ! 🌟🤩

🎁 Du 13 au 14 décembre à Saint-Etienne de Tinée
---> 13/12 : Marché traditionnel de Noël
---> 14/12 à 18h : Animation au marché de Noël avec la mascotte d’Auron /  chorale et danses des enfants de l’association ECLATINEE / animation musicale  / patinoire gratuite  /  châtaignes grillées / vin chaud offert par les commerçants de St Etienne de Tinée

🎁 Du 21 décembre au 2 janvier à Auron",Event category: ,Event subject: ,Event place: Grasse,Event place location: Grasse,Event time begin: 2019-12-13T01:00:00Z,Event time end: 2020-01-02T11:00:00Z,http://data.linkedevents.org/event/a7ea4cbd-e0d1-3dba-b962-28fa99563dbc
"Event name: Expo ""La route du sel"" au musée du patrimoine", Event description: ,Event category: ,Event subject: ,Event place: Saint-Martin-Vésubie,Event place location: Saint-Martin-Vésubie,Event time begin: 2018-08-01T08:00:00Z,Event time end: 2018-08-31T18:00:00Z,http://data.linkedevents.org/event/a7fbd010-e71c-3feb-8f56-cb84d5421076
Event name: So Jazz ! Festival LB Trio," Event description: Pour la 13ème année consécutive, les notes jazzy résonneront au coeur du village. Cette année avec LB Trio - Latin jazz le mardi 22 août Pour la 13ème année consécutive, les notes jazzy résonneront au coeur du village.

Cette année avec 18 concerts gratuits programmés les mardis, mercredis et jeudis du 18 juillet au 24 août, La Colle-sur-Loup relooke son concept en créant le ""So Jazz ! Festival"".

So Jazz ! en 2017, c’est d’abord la continuité d’une recette qui a fait ses preuves. Nous retrouvons l’expertise, le talent et la fidélité de Philippe Villa, pianiste professionnel, directeur artistique depuis l’origine.

So Jazz ! en 2017 c’est aussi un partenariat avec nos commerçants : des expositions, des animations, des ""off"" et de nombreuses surprises pour découvrir une certaine idée du jazz à La Colle.",Event category: Culturelle,Event subject: Festival,Event place: So Jazz ! Festival LB Trio,Event place location: La Colle-sur-Loup,Event time begin: 2017-08-22T19:00:00Z,Event time end: 2017-08-22T00:00:00Z,http://data.linkedevents.org/event/a8136b95-3909-371b-a02b-a070a70b1488
Event name: FETE DE LA SCIENCE," Event description: Organisé par 'l'Apprentis pas sages"" Planétarium, expériences sur les acides et les bases, conférence sur le ciel vue de Chine. Programme disponible au Bureau d'Information Touristique Métropolitain. 04 93 03 51 66",Event category: ,Event subject: ,Event place: BELVEDERE 06450,Event place location: BELVEDERE 06450,Event time begin: 2019-10-04T10:00:00Z,Event time end: 2019-10-05T18:00:00Z,http://data.linkedevents.org/event/a821726a-af48-3aad-ba8a-22170dfcd44a
Event name: Fête des Balettis, Event description: ,Event category: ,Event subject: ,Event place: ROQUEBILLIÈRE,Event place location: ROQUEBILLIÈRE,Event time begin: 2017-07-01T21:00:00Z,Event time end: 2017-07-01T21:00:00Z,http://data.linkedevents.org/event/a8278a2a-9622-3292-9cd4-977707edc488
Event name: Excursion d'une journée en petit groupe à Monaco et Èze au départ de Nice," Event description: Passez une journée sur la Côte d'Azur avec cette excursion d'une journée en petit groupe à Eze et Monaco au départ de Nice. Faites un tour dans une parfumerie à Eze avant d'assister à la relève de la garde devant le palais de Monte Carlo et découvrez les rues du célèbre Grand Prix de Formule 1 de Monaco. En minibus, détendez-vous et profitez des panoramas le long du trajet. Cette excursion d'une journée en petit groupe est limitée à huit personnes pour vous permettre de bénéficier de toute l'attention de votre guide.Passez une journée sur la Côte d'Azur avec cette excursion d'une journée en petit groupe à Eze et Monaco au départ de Nice. Faites un tour dans une parfumerie à Eze avant d'assister à la relève de la garde devant le palais de Monte Carlo et découvrez les rues du célèbre Grand Prix de Formule 1 de Monaco. En minibus, détendez-vous et profitez des panoramas le long du trajet. Cette excursion d'une journée en petit groupe est limitée à huit personnes pour vous permettre de bénéficier de toute l'attention de votre guide.Vous serez pris en charge à votre hôtel et emmené pour une excursion d'une journée en petit groupe à Eze et à Monaco en commençant par un trajet panoramique le long de la côte méditerranéenne. Arrêtez-vous pour admirer les vues panoramiques de Nice avant de visiter le village médiéval d'Eze, avec ses boutiques d'artisanat et ses vues à couper le souffle. Pendant votre séjour à Eze, vous participerez à une visite guidée d'une parfumerie traditionnelle. Vous vous rendrez ensuite à Monaco pour visiter la vieille ville de Monte Carlo et profiterez d'un temps libre pour voir le palais (ouvert d'avril à octobre), la relève de la garde, la cathédrale et le musée océanographique Cousteau (moyennant un supplément). Continuez votre visite de Monte Carlo avec un tour dans les célèbres rues utilisées pour le Grand Prix de Formule Un. Vous aurez également du temps sur la place du Casino pour faire quelques-unes des boutiques de créateurs, voir les magnifiques jardins et les gigantesques yachts dans le port étincelant ou tout simplement regarder les passants depuis un café. Vous emprunterez ensuite la merveilleuse corniche entre Nice et Monaco, en passant par des villages paisibles, des marinas moderne, par la rade de Villefranche et la citadelle, sur votre trajet de retour vers votre hôtel à Nice. Votre minibus est limité à huit personnes, vous assurant une attention personnalisée du guide.
Offre spéciale - Réservez et voyagez avant le 28 février 2018 et économisez 10 % sur notre prix précédent ! - Réserver maintenant!

8 heures

89,00
80.77
106.17",Event category: Excursions à la journée,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/a82f2a6b-7d54-3a54-b4bf-a6d4526bac8e
Event name: Jango à l'école des clowns," Event description: Lieu: Théâtre du Tribunal - 5 place Amiral Barnaud Date: 23 Février 2019  - 24 Février 2019 Jango à l'école des clowns
Samedi 23 et dimanche 24 février à 15hSpectacle pour enfants à partir de 4 ans par la Cie Les Eparpillés avec Jennifer Chiama et Fabien Buzenet
Jango entre à l’école des clowns cette année. Elle ne sait pas trop ce qui l’attend mais elle est sûre d’une chose : elle veut devenir clown acrobate comme sa maman, ou clown volante comme son papa. Mais avant, elle doit obtenir un nez rouge en velours de citrouille et prouver qu’elle croit plus que tout à la magie des clowns. Cours de magie, de musique ou d’acrobaties auprès de professeurs plus fous les uns que les autres et cabrioles en perspective. Jango nous emmène dans une histoire pétillante et colorée où il fait bon sortir à la récré !
Tarif unique 8 €Réservations au 06 43 44 38 21Théâtre Le Tribunal, 5 Place Amiral Barnaud.",Event category: ,Event subject: ,Event place: Théâtre du Tribunal,Event place location: Antibes,Event time begin: 2019-02-23T00:00:00Z,Event time end: 2019-02-24T23:59:00Z,http://data.linkedevents.org/event/a8559d48-192a-3aba-9029-b8e305d11f31
Event name: Cinéma à Roquebillière, Event description: ,Event category: ,Event subject: ,Event place: Roquebillière,Event place location: Roquebillière,Event time begin: 2019-05-30T18:30:00Z,Event time end: 2019-05-30T18:30:00Z,http://data.linkedevents.org/event/a873a959-bf86-3b4f-a525-5541ccfe7b13
Event name: 4-Hour Nice City Tour," Event description: Private minibus tour, price for a group, from 1 to 8 people per vehicle. Highlights over the French riviera Capital, History of Nice and the Côte d'Azur. Coastal views, photo stops at viewpoints. See different neighborhoods in Nice, listen to their stories, including Castle Hill, old English Cimiez district and ancient Roman Ruins with the olive garden.Private minibus tour, price for a group, from 1 to 8 people per vehicle. Highlights over the French riviera Capital, History of Nice and the Côte d'Azur. Coastal views, photo stops at viewpoints. See different neighborhoods in Nice, listen to their stories, including Castle Hill, old English Cimiez district and ancient Roman Ruins with the olive garden.4-Hour Nice City Tour in a comfortable minivan with a knowledgeable driver / tour guide.  Popular winter destination for British and later Russian Aristocracy, Nice has a rich historic and architectural heritage. Learn History of Nice and the French Riviera. Visit Old Town and its Castle Hill. Ride along Promenade des Anglais, and Promenade des Arts, stop at viewpoints and different neighborhoods, learn about Hotel Negresco, Masséna Square, Russian Cathedral, 16th century Franciscan Monastery, see ancient ruins of Roman Arena and Roman Thermae, olive garden and Regina Palace - winter home of Queen Victoria of England, where she stayed during her visits in 19th century.

4 heures

300,00
272.27
357.89",Event category: Excursions à la journée,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/a8a4ca53-6161-36c1-b683-a0c4b614406e
Event name: Departure Private Transfer Nice City to Nice Airport in Business Car," Event description: Airport transfer service aims to achieve the very highest possible standards possible for all its passengers. Whether you’re stepping out of or you need to be dropped off at International Airport after a holiday, our service will get you there relaxed, recharged and ready with an airport transfer taxi service. Traveling from airports to your hotel with family or colleagues? A  Business Class Car can be shared by up to 4 people together, with plenty of room for luggage.Airport transfer service aims to achieve the very highest possible standards possible for all its passengers. Whether you’re stepping out of or you need to be dropped off at International Airport after a holiday, our service will get you there relaxed, recharged and ready with an airport transfer taxi service. Traveling from airports to your hotel with family or colleagues? A  Business Class Car can be shared by up to 4 people together, with plenty of room for luggage.Your benefits 
Travel the world with our professional drivers behind the wheel. Complimentary wait time 
Take your time and relax. Airport pickups include 60 minutes of free wait time, and all other pickups include a free 20 minutes.All-inclusive rates
There are no hidden surprises with us. Your affordable all-inclusive rate — confirmed before you book — includes all taxes, tolls, fees and gratuities.Professional drivers
Have peace of mind knowing that all Airport Transfer Service drivers are licensed, insured and regulated.Travel from A to B in your city by private driver
A Private driver service is the perfect way to get yourself around a city with the greatest of ease; a comfortable and stylish solution to your travel needs. Our fleet of stylish black cars are also available for hourly hire, for those who prefer to have a private car and driver within constant contact.Get to or from the airport
A Driver service aims to achieve the very highest possible standards possible for all its passengers. Whether you’re stepping out of or you need to be dropped off at International Airport after a holiday, Airport transfers will get you there relaxed, recharged and ready with an airport transfer taxi service. Traveling from airports to your hotel with family or colleagues? A Business Car can be shared by up to 4 people together, with plenty of room for luggage.

20 minutes

29,99
27.22
35.78",Event category: Services de transfert et transport terrestre,Event subject: ,Event place: Nice,Event place location: Nice,Event time begin: 2018-07-24T16:29:00Z,Event time end: 2020-07-24T16:29:00Z,http://data.linkedevents.org/event/a8c3280f-d91d-385c-acb2-162ad6ee2119
